home_team,away_team,home_score,away_score,home_times,away_times,home_win,away_win,home_goals,away_goals,home_r_win,away_r_win,home_Ave_goal,away_Ave_goal,result
克罗地亚,墨西哥,1,3,23,57,11,16,35,60,0.47826087,0.280701754,1.52173913,1.052631579,0
荷兰,智利,2,0,50,33,27,11,86,40,0.54,0.333333333,1.72,1.212121212,1
哥斯达黎加,英格兰,0,0,18,69,5,29,19,91,0.277777778,0.420289855,1.055555556,1.31884058,-1
希腊,科特迪瓦,2,1,10,9,2,3,5,13,0.2,0.333333333,0.5,1.444444444,1
意大利,乌拉圭,0,1,83,56,45,24,128,87,0.542168675,0.428571429,1.542168675,1.553571429,0
日本,哥伦比亚,1,4,21,22,5,9,20,32,0.238095238,0.409090909,0.952380952,1.454545455,0
波斯尼亚和黑塞哥维那,伊朗,3,1,3,15,1,2,4,9,0.333333333,0.133333333,1.333333333,0.6,1
厄瓜多尔,法国,0,0,10,66,4,34,10,120,0.4,0.515151515,1,1.818181818,-1
洪都拉斯,瑞士,0,3,9,37,0,12,3,50,0,0.324324324,0.333333333,1.351351351,0
尼日利亚,阿根廷,2,3,21,81,6,43,23,137,0.285714286,0.530864198,1.095238095,1.691358025,0
阿尔及利亚,俄罗斯,1,1,13,45,3,19,13,77,0.230769231,0.422222222,1,1.711111111,-1
韩国,比利时,0,1,29,48,6,20,29,68,0.206896552,0.416666667,1,1.416666667,0
葡萄牙,迦纳,2,1,30,12,14,4,49,13,0.466666667,0.333333333,1.633333333,1.083333333,1
美国,德国,0,1,33,109,8,67,37,226,0.242424242,0.614678899,1.121212121,2.073394495,0
巴西,智利,1,1,109,33,73,11,229,40,0.669724771,0.333333333,2.100917431,1.212121212,-1
哥伦比亚,乌拉圭,2,0,22,56,9,24,32,87,0.409090909,0.428571429,1.454545455,1.553571429,1
哥斯达黎加,希腊,1,1,18,10,5,2,19,5,0.277777778,0.2,1.055555556,0.5,-1
荷兰,墨西哥,2,1,50,57,27,16,86,60,0.54,0.280701754,1.72,1.052631579,1
法国,尼日利亚,2,0,66,21,34,6,120,23,0.515151515,0.285714286,1.818181818,1.095238095,1
德国,阿尔及利亚,2,1,109,13,67,3,226,13,0.614678899,0.230769231,2.073394495,1,1
阿根廷,瑞士,1,0,81,37,43,12,137,50,0.530864198,0.324324324,1.691358025,1.351351351,1
比利时,美国,2,1,48,33,20,8,68,37,0.416666667,0.242424242,1.416666667,1.121212121,1
巴西,哥伦比亚,2,1,109,22,73,9,229,32,0.669724771,0.409090909,2.100917431,1.454545455,1
法国,德国,0,1,66,109,34,67,120,226,0.515151515,0.614678899,1.818181818,2.073394495,0
阿根廷,比利时,1,0,81,48,43,20,137,68,0.530864198,0.416666667,1.691358025,1.416666667,1
荷兰,哥斯达黎加,0,0,50,18,27,5,86,19,0.54,0.277777778,1.72,1.055555556,-1
巴西,德国,1,7,109,109,73,67,229,226,0.669724771,0.614678899,2.100917431,2.073394495,0
荷兰,阿根廷,0,0,50,81,27,43,86,137,0.54,0.530864198,1.72,1.691358025,-1
巴西,荷兰,0,3,109,50,73,27,229,86,0.669724771,0.54,2.100917431,1.72,0
德国,阿根廷,1,0,109,81,67,43,226,137,0.614678899,0.530864198,2.073394495,1.691358025,1
俄罗斯,沙特阿拉伯,5,0,45,16,19,3,77,11,0.422222222,0.1875,1.711111111,0.6875,1
埃及,乌拉圭,0,1,7,56,0,24,5,87,0,0.428571429,0.714285714,1.553571429,0
摩洛哥,伊朗,0,1,16,15,2,2,14,9,0.125,0.133333333,0.875,0.6,0
葡萄牙,西班牙,3,3,30,63,14,30,49,99,0.466666667,0.476190476,1.633333333,1.571428571,-1
法国,澳大利亚,2,1,66,16,34,2,120,13,0.515151515,0.125,1.818181818,0.8125,1
阿根廷,冰岛,1,1,81,3,43,0,137,2,0.530864198,0,1.691358025,0.666666667,-1
秘鲁,丹麦,0,1,18,20,5,9,21,30,0.277777778,0.45,1.166666667,1.5,0
克罗地亚,尼日利亚,2,0,23,21,11,6,35,23,0.47826087,0.285714286,1.52173913,1.095238095,1
哥斯达黎加,塞尔维亚,0,1,18,13,5,4,19,11,0.277777778,0.307692308,1.055555556,0.846153846,0
德国,墨西哥,0,1,109,57,67,16,226,60,0.614678899,0.280701754,2.073394495,1.052631579,0
巴西,瑞士,1,1,109,37,73,12,229,50,0.669724771,0.324324324,2.100917431,1.351351351,-1
瑞典,韩国,1,0,51,29,19,6,80,29,0.37254902,0.206896552,1.568627451,1,1
比利时,巴拿马,3,0,48,3,20,0,68,2,0.416666667,0,1.416666667,0.666666667,1
突尼斯,英格兰,1,2,15,69,2,29,13,91,0.133333333,0.420289855,0.866666667,1.31884058,0
哥伦比亚,日本,1,2,22,21,9,5,32,20,0.409090909,0.238095238,1.454545455,0.952380952,0
波兰,塞内加尔,1,2,34,8,16,3,46,11,0.470588235,0.375,1.352941176,1.375,0
俄罗斯,埃及,3,1,45,7,19,0,77,5,0.422222222,0,1.711111111,0.714285714,1
葡萄牙,摩洛哥,1,0,30,16,14,2,49,14,0.466666667,0.125,1.633333333,0.875,1
乌拉圭,沙特阿拉伯,1,0,56,16,24,3,87,11,0.428571429,0.1875,1.553571429,0.6875,1
伊朗,西班牙,0,1,15,63,2,30,9,99,0.133333333,0.476190476,0.6,1.571428571,0
丹麦,澳大利亚,1,1,20,16,9,2,30,13,0.45,0.125,1.5,0.8125,-1
法国,秘鲁,1,0,66,18,34,5,120,21,0.515151515,0.277777778,1.818181818,1.166666667,1
阿根廷,克罗地亚,0,3,81,23,43,11,137,35,0.530864198,0.47826087,1.691358025,1.52173913,0
巴西,哥斯达黎加,2,0,109,18,73,5,229,19,0.669724771,0.277777778,2.100917431,1.055555556,1
尼日利亚,冰岛,2,0,21,3,6,0,23,2,0.285714286,0,1.095238095,0.666666667,1
塞尔维亚,瑞士,1,2,13,37,4,12,11,50,0.307692308,0.324324324,0.846153846,1.351351351,0
比利时,突尼斯,5,2,48,15,20,2,68,13,0.416666667,0.133333333,1.416666667,0.866666667,1
韩国,墨西哥,1,2,29,57,6,16,29,60,0.206896552,0.280701754,1,1.052631579,0
德国,瑞典,2,1,109,51,67,19,226,80,0.614678899,0.37254902,2.073394495,1.568627451,1
英格兰,巴拿马,6,1,69,3,29,0,91,2,0.420289855,0,1.31884058,0.666666667,1
日本,塞内加尔,2,2,21,8,5,3,20,11,0.238095238,0.375,0.952380952,1.375,-1
波兰,哥伦比亚,0,3,34,22,16,9,46,32,0.470588235,0.409090909,1.352941176,1.454545455,0
俄罗斯,乌拉圭,0,3,45,56,19,24,77,87,0.422222222,0.428571429,1.711111111,1.553571429,0
沙特阿拉伯,埃及,2,1,16,7,3,0,11,5,0.1875,0,0.6875,0.714285714,1
西班牙,摩洛哥,2,2,63,16,30,2,99,14,0.476190476,0.125,1.571428571,0.875,-1
伊朗,葡萄牙,1,1,15,30,2,14,9,49,0.133333333,0.466666667,0.6,1.633333333,-1
澳大利亚,秘鲁,0,2,16,18,2,5,13,21,0.125,0.277777778,0.8125,1.166666667,0
丹麦,法国,0,0,20,66,9,34,30,120,0.45,0.515151515,1.5,1.818181818,-1
尼日利亚,阿根廷,1,2,21,81,6,43,23,137,0.285714286,0.530864198,1.095238095,1.691358025,0
冰岛,克罗地亚,1,2,3,23,0,11,2,35,0,0.47826087,0.666666667,1.52173913,0
韩国,德国,2,0,29,109,6,67,29,226,0.206896552,0.614678899,1,2.073394495,1
墨西哥,瑞典,0,3,57,51,16,19,60,80,0.280701754,0.37254902,1.052631579,1.568627451,0
塞尔维亚,巴西,0,2,13,109,4,73,11,229,0.307692308,0.669724771,0.846153846,2.100917431,0
瑞士,哥斯达黎加,2,2,37,18,12,5,50,19,0.324324324,0.277777778,1.351351351,1.055555556,-1
日本,波兰,0,1,21,34,5,16,20,46,0.238095238,0.470588235,0.952380952,1.352941176,0
塞内加尔,哥伦比亚,0,1,8,22,3,9,11,32,0.375,0.409090909,1.375,1.454545455,0
巴拿马,突尼斯,1,2,3,15,0,2,2,13,0,0.133333333,0.666666667,0.866666667,0
英格兰,比利时,0,1,69,48,29,20,91,68,0.420289855,0.416666667,1.31884058,1.416666667,0
法国,阿根廷,4,3,66,81,34,43,120,137,0.515151515,0.530864198,1.818181818,1.691358025,1
乌拉圭,葡萄牙,2,1,56,30,24,14,87,49,0.428571429,0.466666667,1.553571429,1.633333333,1
俄罗斯,西班牙,1,1,45,63,19,30,77,99,0.422222222,0.476190476,1.711111111,1.571428571,-1
克罗地亚,丹麦,1,1,23,20,11,9,35,30,0.47826087,0.45,1.52173913,1.5,-1
巴西,墨西哥,2,0,109,57,73,16,229,60,0.669724771,0.280701754,2.100917431,1.052631579,1
比利时,日本,3,2,48,21,20,5,68,20,0.416666667,0.238095238,1.416666667,0.952380952,1
瑞典,瑞士,1,0,51,37,19,12,80,50,0.37254902,0.324324324,1.568627451,1.351351351,1
哥伦比亚,英格兰,1,1,22,69,9,29,32,91,0.409090909,0.420289855,1.454545455,1.31884058,-1
乌拉圭,法国,0,2,56,66,24,34,87,120,0.428571429,0.515151515,1.553571429,1.818181818,0
巴西,比利时,1,2,109,48,73,20,229,68,0.669724771,0.416666667,2.100917431,1.416666667,0
瑞典,英格兰,0,2,51,69,19,29,80,91,0.37254902,0.420289855,1.568627451,1.31884058,0
俄罗斯,克罗地亚,2,2,45,23,19,11,77,35,0.422222222,0.47826087,1.711111111,1.52173913,-1
法国,比利时,1,0,66,48,34,20,120,68,0.515151515,0.416666667,1.818181818,1.416666667,1
克罗地亚,英格兰,2,1,23,69,11,29,35,91,0.47826087,0.420289855,1.52173913,1.31884058,1
比利时,英格兰,2,0,48,69,20,29,68,91,0.416666667,0.420289855,1.416666667,1.31884058,1
法国,克罗地亚,4,2,66,23,34,11,120,35,0.515151515,0.47826087,1.818181818,1.52173913,1
