home_team,away_team,home_times,away_times,home_win,away_win,home_goals,away_goals,home_r_win,away_r_win,home_Ave_goal,away_Ave_goal,result
美国,迦纳,33,12,8,4,37,13,0.242424242,0.333333333,1.121212121,1.083333333,0
阿根廷,墨西哥,81,57,43,16,137,60,0.530864198,0.280701754,1.691358025,1.052631579,1
德国,英格兰,109,69,67,29,226,91,0.614678899,0.420289855,2.073394495,1.31884058,1
巴西,智利,109,33,73,11,229,40,0.669724771,0.333333333,2.100917431,1.212121212,1
荷兰,斯洛伐克,50,4,27,1,86,5,0.54,0.25,1.72,1.25,1
西班牙,葡萄牙,63,30,30,14,99,49,0.476190476,0.466666667,1.571428571,1.633333333,1
荷兰,巴西,50,109,27,73,86,229,0.54,0.669724771,1.72,2.100917431,1
阿根廷,德国,81,109,43,67,137,226,0.530864198,0.614678899,1.691358025,2.073394495,0
巴拉圭,西班牙,27,63,7,30,30,99,0.259259259,0.476190476,1.111111111,1.571428571,0
乌拉圭,荷兰,56,50,24,27,87,86,0.428571429,0.54,1.553571429,1.72,0
德国,西班牙,109,63,67,30,226,99,0.614678899,0.476190476,2.073394495,1.571428571,0
乌拉圭,德国,56,109,24,67,87,226,0.428571429,0.614678899,1.553571429,2.073394495,0
荷兰,西班牙,50,63,27,30,86,99,0.54,0.476190476,1.72,1.571428571,0
巴西,克罗地亚,109,23,73,11,229,35,0.669724771,0.47826087,2.100917431,1.52173913,1
智利,澳大利亚,33,16,11,2,40,13,0.333333333,0.125,1.212121212,0.8125,1
墨西哥,喀麦隆,57,23,16,4,60,18,0.280701754,0.173913043,1.052631579,0.782608696,1
西班牙,荷兰,63,50,30,27,99,86,0.476190476,0.54,1.571428571,1.72,0
哥伦比亚,希腊,22,10,9,2,32,5,0.409090909,0.2,1.454545455,0.5,1
英格兰,意大利,69,83,29,45,91,128,0.420289855,0.542168675,1.31884058,1.542168675,0
科特迪瓦,日本,9,21,3,5,13,20,0.333333333,0.238095238,1.444444444,0.952380952,1
乌拉圭,哥斯达黎加,56,18,24,5,87,19,0.428571429,0.277777778,1.553571429,1.055555556,0
阿根廷,波斯尼亚和黑塞哥维那,81,3,43,1,137,4,0.530864198,0.333333333,1.691358025,1.333333333,1
法国,洪都拉斯,66,9,34,0,120,3,0.515151515,0,1.818181818,0.333333333,1
瑞士,厄瓜多尔,37,10,12,4,50,10,0.324324324,0.4,1.351351351,1,1
德国,葡萄牙,109,30,67,14,226,49,0.614678899,0.466666667,2.073394495,1.633333333,1
迦纳,美国,12,33,4,8,13,37,0.333333333,0.242424242,1.083333333,1.121212121,0
比利时,阿尔及利亚,48,13,20,3,68,13,0.416666667,0.230769231,1.416666667,1,1
澳大利亚,荷兰,16,50,2,27,13,86,0.125,0.54,0.8125,1.72,0
喀麦隆,克罗地亚,23,23,4,11,18,35,0.173913043,0.47826087,0.782608696,1.52173913,0
西班牙,智利,63,33,30,11,99,40,0.476190476,0.333333333,1.571428571,1.212121212,0
哥伦比亚,科特迪瓦,22,9,9,3,32,13,0.409090909,0.333333333,1.454545455,1.444444444,1
乌拉圭,英格兰,56,69,24,29,87,91,0.428571429,0.420289855,1.553571429,1.31884058,1
洪都拉斯,厄瓜多尔,9,10,0,4,3,10,0,0.4,0.333333333,1,0
意大利,哥斯达黎加,83,18,45,5,128,19,0.542168675,0.277777778,1.542168675,1.055555556,0
瑞士,法国,37,66,12,34,50,120,0.324324324,0.515151515,1.351351351,1.818181818,0
阿根廷,伊朗,81,15,43,2,137,9,0.530864198,0.133333333,1.691358025,0.6,1
尼日利亚,波斯尼亚和黑塞哥维那,21,3,6,1,23,4,0.285714286,0.333333333,1.095238095,1.333333333,1
比利时,俄罗斯,48,45,20,19,68,77,0.416666667,0.422222222,1.416666667,1.711111111,1
韩国,阿尔及利亚,29,13,6,3,29,13,0.206896552,0.230769231,1,1,0
澳大利亚,西班牙,16,63,2,30,13,99,0.125,0.476190476,0.8125,1.571428571,0
巴西,喀麦隆,109,23,73,4,229,18,0.669724771,0.173913043,2.100917431,0.782608696,1
克罗地亚,墨西哥,23,57,11,16,35,60,0.47826087,0.280701754,1.52173913,1.052631579,0
荷兰,智利,50,33,27,11,86,40,0.54,0.333333333,1.72,1.212121212,1
希腊,科特迪瓦,10,9,2,3,5,13,0.2,0.333333333,0.5,1.444444444,1
意大利,乌拉圭,83,56,45,24,128,87,0.542168675,0.428571429,1.542168675,1.553571429,0
日本,哥伦比亚,21,22,5,9,20,32,0.238095238,0.409090909,0.952380952,1.454545455,0
波斯尼亚和黑塞哥维那,伊朗,3,15,1,2,4,9,0.333333333,0.133333333,1.333333333,0.6,1
洪都拉斯,瑞士,9,37,0,12,3,50,0,0.324324324,0.333333333,1.351351351,0
尼日利亚,阿根廷,21,81,6,43,23,137,0.285714286,0.530864198,1.095238095,1.691358025,0
韩国,比利时,29,48,6,20,29,68,0.206896552,0.416666667,1,1.416666667,0
葡萄牙,迦纳,30,12,14,4,49,13,0.466666667,0.333333333,1.633333333,1.083333333,1
美国,德国,33,109,8,67,37,226,0.242424242,0.614678899,1.121212121,2.073394495,0
哥伦比亚,乌拉圭,22,56,9,24,32,87,0.409090909,0.428571429,1.454545455,1.553571429,1
荷兰,墨西哥,50,57,27,16,86,60,0.54,0.280701754,1.72,1.052631579,1
法国,尼日利亚,66,21,34,6,120,23,0.515151515,0.285714286,1.818181818,1.095238095,1
德国,阿尔及利亚,109,13,67,3,226,13,0.614678899,0.230769231,2.073394495,1,1
阿根廷,瑞士,81,37,43,12,137,50,0.530864198,0.324324324,1.691358025,1.351351351,1
比利时,美国,48,33,20,8,68,37,0.416666667,0.242424242,1.416666667,1.121212121,1
巴西,哥伦比亚,109,22,73,9,229,32,0.669724771,0.409090909,2.100917431,1.454545455,1
法国,德国,66,109,34,67,120,226,0.515151515,0.614678899,1.818181818,2.073394495,0
阿根廷,比利时,81,48,43,20,137,68,0.530864198,0.416666667,1.691358025,1.416666667,1
巴西,德国,109,109,73,67,229,226,0.669724771,0.614678899,2.100917431,2.073394495,0
巴西,荷兰,109,50,73,27,229,86,0.669724771,0.54,2.100917431,1.72,0
德国,阿根廷,109,81,67,43,226,137,0.614678899,0.530864198,2.073394495,1.691358025,1
俄罗斯,沙特阿拉伯,45,16,19,3,77,11,0.422222222,0.1875,1.711111111,0.6875,1
埃及,乌拉圭,7,56,0,24,5,87,0,0.428571429,0.714285714,1.553571429,0
摩洛哥,伊朗,16,15,2,2,14,9,0.125,0.133333333,0.875,0.6,0
法国,澳大利亚,66,16,34,2,120,13,0.515151515,0.125,1.818181818,0.8125,1
秘鲁,丹麦,18,20,5,9,21,30,0.277777778,0.45,1.166666667,1.5,0
克罗地亚,尼日利亚,23,21,11,6,35,23,0.47826087,0.285714286,1.52173913,1.095238095,1
哥斯达黎加,塞尔维亚,18,13,5,4,19,11,0.277777778,0.307692308,1.055555556,0.846153846,0
德国,墨西哥,109,57,67,16,226,60,0.614678899,0.280701754,2.073394495,1.052631579,0
瑞典,韩国,51,29,19,6,80,29,0.37254902,0.206896552,1.568627451,1,1
比利时,巴拿马,48,3,20,0,68,2,0.416666667,0,1.416666667,0.666666667,1
突尼斯,英格兰,15,69,2,29,13,91,0.133333333,0.420289855,0.866666667,1.31884058,0
哥伦比亚,日本,22,21,9,5,32,20,0.409090909,0.238095238,1.454545455,0.952380952,0
波兰,塞内加尔,34,8,16,3,46,11,0.470588235,0.375,1.352941176,1.375,0
俄罗斯,埃及,45,7,19,0,77,5,0.422222222,0,1.711111111,0.714285714,1
葡萄牙,摩洛哥,30,16,14,2,49,14,0.466666667,0.125,1.633333333,0.875,1
乌拉圭,沙特阿拉伯,56,16,24,3,87,11,0.428571429,0.1875,1.553571429,0.6875,1
伊朗,西班牙,15,63,2,30,9,99,0.133333333,0.476190476,0.6,1.571428571,0
法国,秘鲁,66,18,34,5,120,21,0.515151515,0.277777778,1.818181818,1.166666667,1
阿根廷,克罗地亚,81,23,43,11,137,35,0.530864198,0.47826087,1.691358025,1.52173913,0
巴西,哥斯达黎加,109,18,73,5,229,19,0.669724771,0.277777778,2.100917431,1.055555556,1
尼日利亚,冰岛,21,3,6,0,23,2,0.285714286,0,1.095238095,0.666666667,1
塞尔维亚,瑞士,13,37,4,12,11,50,0.307692308,0.324324324,0.846153846,1.351351351,0
比利时,突尼斯,48,15,20,2,68,13,0.416666667,0.133333333,1.416666667,0.866666667,1
韩国,墨西哥,29,57,6,16,29,60,0.206896552,0.280701754,1,1.052631579,0
德国,瑞典,109,51,67,19,226,80,0.614678899,0.37254902,2.073394495,1.568627451,1
英格兰,巴拿马,69,3,29,0,91,2,0.420289855,0,1.31884058,0.666666667,1
波兰,哥伦比亚,34,22,16,9,46,32,0.470588235,0.409090909,1.352941176,1.454545455,0
俄罗斯,乌拉圭,45,56,19,24,77,87,0.422222222,0.428571429,1.711111111,1.553571429,0
沙特阿拉伯,埃及,16,7,3,0,11,5,0.1875,0,0.6875,0.714285714,1
澳大利亚,秘鲁,16,18,2,5,13,21,0.125,0.277777778,0.8125,1.166666667,0
尼日利亚,阿根廷,21,81,6,43,23,137,0.285714286,0.530864198,1.095238095,1.691358025,0
冰岛,克罗地亚,3,23,0,11,2,35,0,0.47826087,0.666666667,1.52173913,0
韩国,德国,29,109,6,67,29,226,0.206896552,0.614678899,1,2.073394495,1
墨西哥,瑞典,57,51,16,19,60,80,0.280701754,0.37254902,1.052631579,1.568627451,0
塞尔维亚,巴西,13,109,4,73,11,229,0.307692308,0.669724771,0.846153846,2.100917431,0
日本,波兰,21,34,5,16,20,46,0.238095238,0.470588235,0.952380952,1.352941176,0
塞内加尔,哥伦比亚,8,22,3,9,11,32,0.375,0.409090909,1.375,1.454545455,0
巴拿马,突尼斯,3,15,0,2,2,13,0,0.133333333,0.666666667,0.866666667,0
英格兰,比利时,69,48,29,20,91,68,0.420289855,0.416666667,1.31884058,1.416666667,0
法国,阿根廷,66,81,34,43,120,137,0.515151515,0.530864198,1.818181818,1.691358025,1
乌拉圭,葡萄牙,56,30,24,14,87,49,0.428571429,0.466666667,1.553571429,1.633333333,1
巴西,墨西哥,109,57,73,16,229,60,0.669724771,0.280701754,2.100917431,1.052631579,1
比利时,日本,48,21,20,5,68,20,0.416666667,0.238095238,1.416666667,0.952380952,1
瑞典,瑞士,51,37,19,12,80,50,0.37254902,0.324324324,1.568627451,1.351351351,1
乌拉圭,法国,56,66,24,34,87,120,0.428571429,0.515151515,1.553571429,1.818181818,0
巴西,比利时,109,48,73,20,229,68,0.669724771,0.416666667,2.100917431,1.416666667,0
瑞典,英格兰,51,69,19,29,80,91,0.37254902,0.420289855,1.568627451,1.31884058,0
法国,比利时,66,48,34,20,120,68,0.515151515,0.416666667,1.818181818,1.416666667,1
克罗地亚,英格兰,23,69,11,29,35,91,0.47826087,0.420289855,1.52173913,1.31884058,1
比利时,英格兰,48,69,20,29,68,91,0.416666667,0.420289855,1.416666667,1.31884058,1
法国,克罗地亚,66,23,34,11,120,35,0.515151515,0.47826087,1.818181818,1.52173913,1
